Name,Lat,Long,Elevation,NZS1170SiteClass,Vs30_median,Sigmaln_Vs30,Q_Vs30,Vs30_Ref,T_median,sigmaln_T,Q_T,D_T,T_Ref,Z1.0_median,sigmaln_Z1.0,Q_Z1.0,Z1.0_Bedrock,Z1.0_Ref,Z2.5_median,sigmaln_Z2.5,Q_Z2.5,Z2.5_Ref,Reference_site,TopoT_median,Deeprock_T
EDRZ,-38.1065054,176.7392605,2,B,673,0.314,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,1.1,1
ELDF,-44.9035557,167.319814,59,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,975,0.5,Q3,NZVM (2021),1,0,0
EPAZ,-36.875472,174.743594,70,C,569,0.442,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0
ESND,-43.53135,172.11419,83,D,500,0.243,Q3,Foster et al. (2019),5.7,0.2,Q2,I,Stolte et al. 2021,665,0.3,Q3,0,NZVM (2021),1475,0.3,Q3,NZVM (2021),0,0,0
ETAZ,-36.9535,174.9278,242,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,825,0.5,Q3,NZVM (2021),0,0,0
ETVZ,-39.1357,175.7106,24,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1475,0.5,Q3,NZVM (2021),0,0.83,0
EYCZ,-43.42136,172.35544,265,D,500,0.243,Q3,Foster et al. (2019),6.2,0.1,Q1,I,Stolte et al. 2021,845,0.3,Q3,0,NZVM (2021),1725,0.3,Q3,NZVM (2021),0,0,0
FBYF,-45.30306757,166.8220402,315,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,0
FWVZ,-39.25494537,175.5529518,76,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0.13,0
GCSZ,-43.31601,170.32673,300,D,271,0.2705,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
GFW,-41.45498927,173.8306514,907,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),25,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0
GLOS,-41.857299,173.821803,440,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0
GRRZ,-38.34967,176.10993,535,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,1
HARZ,-38.08942456,176.5021977,34,B,683,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0
HATZ,-38.89076924,176.0920998,198,C,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),925,0.5,Q3,NZVM (2021),0,0,0
HBAZ,-36.85013,174.73041,127,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1175,0.5,Q3,NZVM (2021),0,0,0
HBZ,-37.59741914,178.3015211,88,B,638,0.3765,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),2975,0.5,Q3,NZVM (2021),0,0,0
HHSZ,-45.88435567,170.5977667,197,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,1
HIZ,-38.51292897,174.8556861,6,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),475,0.5,Q3,NZVM (2021),0,0,0
HLRZ,-38.25191733,176.3521953,460,B,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.09,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),2275,0.5,Q3,NZVM (2021),0,0.5,1
HOWZ,-40.89733052,175.515085,377,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0
HRRZ,-38.39012983,176.2837539,340,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0.9,1
HSRZ,-38.3113,176.2449,361,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0.5,1
INFR,-38.282,176.3991,82,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1925,0.5,Q3,NZVM (2021),0,0,0
KAAZ,-36.82227751,174.7036106,25,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),75,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0,0
KAHZ,-39.79421,176.87661,21,B,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),6925,0.5,Q3,NZVM (2021),0,0.55,0
KARZ,-38.02022269,176.2442748,553,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1475,0.5,Q3,NZVM (2021),0,0.71,1
KATZ,-38.97490003,175.6948346,485,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1775,0.5,Q3,NZVM (2021),0,0.76,0
KAVZ,-39.09574235,175.6459836,110,B,603,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0,0
KBAZ,-37.09468272,174.8885518,54,C,428,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),775,0.5,Q3,NZVM (2021),0,0,0
KHEZ,-39.2942,174.0145,952,B,636,0.3755,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0
KIW,-40.8608783,174.9097275,284,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),225,0.5,Q3,NZVM (2021),0,1.8,0
KMRZ,-37.8456,175.9416,357,C,467,0.2,Q3,NSHM 2021,0.132,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1425,0.5,Q3,NZVM (2021),0,0,0
KQ01,-38.05468,176.74937,297,D,246,0.25,Q3,Foster et al. (2019) & Perrin et al. (2015),0.67,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
KQ02,-38.0762,176.73998,448,C,244,0.249,Q3,Foster et al. (2019) & Perrin et al. (2015),0.57,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
KQ03,-38.05252,176.77281,5,B,589,0.4175,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),475,0.5,Q3,NZVM (2021),0,0.9,1
KQ04,-38.04035,176.72218,50,B,588,0.4155,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
KQ05,-38.036,176.75506,517,D,247,0.2505,Q3,Foster et al. (2019) & Perrin et al. (2015),0.72,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
KRHZ,-39.64315521,176.3701205,814,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),2025,0.5,Q3,NZVM (2021),1,0,0
KRVZ,-39.09444232,175.6412035,45,B,603,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0.63,1
KUTZ,-38.4891,175.8233,1099,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0.25,1
KVSD,-43.58537,172.27766,1099,D,500,0.243,Q3,Foster et al. (2019),6,0.2,Q2,I,Stolte et al. 2021,455,0.3,Q3,0,NZVM (2021),1375,0.3,Q3,NZVM (2021),0,0,0
KWHZ,-39.424,176.4228,37,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1225,0.5,Q3,NZVM (2021),0,0.22,0
LFRZ,-45.9164967,166.5146537,12,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,675,0.5,Q3,NZVM (2021),0,0,0
LIRZ,-38.00357,176.38523,95,C,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.25,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1325,0.5,Q3,NZVM (2021),0,0,1
LMZ,-43.71503243,169.2695818,24,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
LNSD,-43.66183,172.48698,140,D,236,0.26,Q3,Foster et al. (2019),5.2,0.2,Q2,I,Stolte et al. 2021,215,0.3,Q3,0,NZVM (2021),1575,0.3,Q3,NZVM (2021),0,0,0
LPDS,-43.6062917,172.7098333,568,C,362,0.296,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NZVM (2021),1325,0.3,Q3,NZVM (2021),0,0,0
LREZ,-39.4602,174.4027,2,C,458,0.359,Q3,Foster et al. (2019) & Perrin et al. (2015),0.44,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1825,0.5,Q3,NZVM (2021),0,0,1
LSTC,-45.98458807,166.7801168,19,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0,0
MARZ,-37.98492296,176.6747001,88,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0.36,0
MASH,-44.09124196,169.1567781,1,C,424,0.364,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0
MATA,-36.30018857,174.6723821,295,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0
MAVZ,-39.2679133,175.5616533,3,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
MBAZ,-36.768787,174.897918,437,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,625,0.5,Q3,NZVM (2021),0,0,0
MCHD,-43.658,171.99167,19,D,500,0.243,Q3,Foster et al. (2019),6.2,0.2,Q2,I,Stolte et al. 2021,715,0.3,Q3,0,NZVM (2021),2025,0.3,Q3,NZVM (2021),0,0,0
MCHZ,-39.4441849,176.6966675,66,C,617,0.337,Q3,Foster et al. (2019) & Perrin et al. (2015),0.125,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),5825,0.5,Q3,NZVM (2021),0,0,0
MGZ,-39.00024019,175.5389826,36,B,683,0.344,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0
MHCZ,-43.53165,171.56788,166,C,423,0.528,Q3,Foster et al. (2019),0.125,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),925,0.5,Q3,NZVM (2021),0,0,0
MHEZ,-39.07604887,174.3230474,11,B,1000,0.2,Q4,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,1675,0.5,Q3,NZVM (2021),0,0,0
MHGZ,-39.15255834,177.9070012,503,B,1000,0.2,Q1,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,9525,0.5,Q3,NZVM (2021),0,0,0
MKAZ,-37.10413,175.16117,1560,B,800,0.2,Q2,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),1,0,0
MKRZ,-38.13843541,176.4671571,96,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),2525,0.5,Q3,NZVM (2021),0,0.33,1
MKYD,-43.7407,172.34659,8,D,326,0.203,Q3,Foster et al. (2019),5.4,0.2,Q2,I,Stolte et al. 2021,315,0.3,Q3,0,NZVM (2021),2275,0.3,Q3,NZVM (2021),0,0,0
MNSD,-43.48312,172.45871,46,D,500,0.203,Q3,Foster et al. (2019),6.4,0.2,Q2,I,Stolte et al. 2021,875,0.3,Q3,0,NZVM (2021),1625,0.3,Q3,NZVM (2021),0,0,0
MOVZ,-39.40674894,175.7528437,797,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),1,0,0
MOW,-41.41999184,175.2521696,386,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0,0
MOZ,-38.50402867,174.8031755,386,B,800,0.2,Q2,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
MRHZ,-38.8337,176.4173,6,C,560,0.4565,Q3,Foster et al. (2019) & Perrin et al. (2015),0.29,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,0,0
MRNZ,-41.39903,172.75766,339,D,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.69,0.2,Q2,I,Manea et al. 2021 unpublished,165,0.3,Q3,1,NZVM (2021),3275,0.3,Q3,NZVM (2021),0,0,0
MRW,-41.22952617,174.6998434,228,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),1,0,0
MSHC,-43.461895,172.648002,4,D,189,0.157,Q3,Foster et al. (2019),6.3,0.1,Q1,I,Manea et al. 2021 unpublished,705,0.3,Q3,0,NZVM (2021),3175,0.3,Q3,NZVM (2021),0,0,0
MSWZ,-41.41583174,175.2494596,56,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0,0
MTAZ,-36.78649,174.9056,40,C,428,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.117647059,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),625,0.5,Q3,NZVM (2021),0,0,0
MTVZ,-39.38460784,175.4704103,212,D,549,0.3735,Q3,Foster et al. (2019) & Perrin et al. (2015),2.8,0.2,Q2,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
MTW,-41.15792639,175.5015738,300,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,0
MUGZ,-38.4771,176.7705,20,C,354,0.3005,Q3,Foster et al. (2019) & Perrin et al. (2015),0.28,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,0
MYRZ,-37.28020909,176.2409973,211,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,1.4,1
NBEZ,-39.26795,173.8676,943,C,363,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.2,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1975,0.5,Q3,NZVM (2021),0,0,1
NEZ,-39.270466,174.096096,1003,D,357,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.68,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),3025,0.5,Q3,NZVM (2021),0,0,0
NGA1,-39.15970358,175.616893,1032,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),925,0.5,Q3,NZVM (2021),0,0,1
NGA3,-39.14786,175.64043,5,B,636,0.3755,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1275,0.5,Q3,NZVM (2021),0,0.55,1
NGRZ,-38.1018,176.1874,20,B,602,0.4175,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1825,0.5,Q3,NZVM (2021),0,1,1
NGZ,-39.17558387,175.6011727,161,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),525,0.5,Q3,NZVM (2021),0,0,1
NMEZ,-39.4132,173.8775,8,D,301,0.372,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),1825,0.5,Q3,NZVM (2021),0,0,1
NMHZ,-39.09705493,176.8065179,3,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),4625,0.5,Q3,NZVM (2021),0,0.5,0
NNVZ,-39.13173,175.6152667,2,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0.83,1
NOVZ,-39.126493,175.610657,116,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),1175,0.5,Q3,NZVM (2021),0,0,0
NOZ,-38.61623791,178.0369146,463,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,10925,0.5,Q3,NZVM (2021),0,0,0
NRZ,-39.33574321,173.9331616,5,C,286,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1525,0.5,Q3,NZVM (2021),0,0,0
NSDF,-45.18306514,167.1002446,429,C,314,0.384,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
NTVZ,-39.0984817,175.6759733,463,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,1225,0.5,Q3,NZVM (2021),0,0.43,0
NWEZ,-39.27488,173.86743,743,C,339,0.3735,Q3,Foster et al. (2019) & Perrin et al. (2015),0.17,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1975,0.5,Q3,NZVM (2021),0,0,1
OGWZ,-40.81668792,175.170301,98,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),0,0,0
OHWZ,-40.2056,175.3151,459,D,265,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,1
OIZ,-39.04494075,175.3926807,520,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),575,0.5,Q3,NZVM (2021),0,0,0
OKCZ,-43.72325,173.05951,703,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1975,0.3,Q3,NZVM (2021),0,0,0
OKUC,-43.780667,172.831319,103,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.3,Q3,1,NZVM (2021),1675,0.3,Q3,NZVM (2021),0,0,0
OMRZ,-38.10621459,176.371696,62,B,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0,1
OPRZ,-37.84430007,176.5549291,429,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
OTAZ,-36.94940025,174.9248827,104,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,0
OTVZ,-39.16311376,175.6650736,600,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0,0
OTW,-41.27578794,175.0043671,11,B,618,0.3635,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
OUZ,-35.21968871,173.5961334,177,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),1,0,0
PATZ,-38.37952957,176.2584937,17,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0
PAWZ,-41.38156135,175.426892,1189,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),2375,0.5,Q3,NZVM (2021),0,0,0
PKE,-39.19386044,173.9867028,497,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1525,0.5,Q3,NZVM (2021),0,0,0
PKGZ,-37.8664,178.0805,570,B,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0.2,0
PKVZ,-39.2892856,175.3463792,1250,C,317,0.389,Q3,Foster et al. (2019) & Perrin et al. (2015),0.19,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,1
PLWZ,-41.56917532,175.254789,72,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),2975,0.5,Q3,NZVM (2021),0,0,0
PNHZ,-39.91337053,176.1997974,84,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
POIZ,-38.63056396,176.03423,41,B,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),2325,0.5,Q3,NZVM (2021),0,0,1
POWZ,-40.39171988,175.7679902,364,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0.33,0
