Station,easting,northing,vs30,uncertainty,q
CPT_45520_measurement_num_0,1566889,5175760,125.45,0.133944782,5
CPT_208436_measurement_num_0,1566906,5176187,126.29,0.132452219,5
CPT_143_measurement_num_0,1566939.14,5184259.77,126.88,0.131685227,5
CPT_208435_measurement_num_0,1566945,5176212,127.73,0.132210591,5
CPT_147195_measurement_num_0,1566965.07,5178168,152.42,0.123619857,5
CPT_147198_measurement_num_0,1566982.03,5178115.96,140.19,0.12199271,5
CPT_208434_measurement_num_0,1566995,5176180,126.95,0.133272681,5
CPT_5668_measurement_num_0,1567000.52,5177366.23,114.98,0.132256005,5
CPT_147194_measurement_num_0,1567001.01,5178204.84,156.36,0.133297381,5
CPT_128285_measurement_num_0,1567002,5173748,129.49,0.126048448,5
CPT_147199_measurement_num_0,1567008.72,5178104.23,135.41,0.128337588,5
CPT_159094_measurement_num_0,1567025.53,5185530.91,146.37,0.129092181,5
CPT_24570_measurement_num_0,1567027.79,5177398.71,122.87,0.128030011,5
CPT_45184_measurement_num_0,1567030.53,5180282.22,131.91,0.13008549,5
CPT_147196_measurement_num_0,1567032.63,5178169.05,158.71,0.13143687,5
CPT_45183_measurement_num_0,1567041.69,5180295.38,132.08,0.128798471,5
SCPT_57345_measurement_num_0,1567044.75,5180259.3,143.05,0.120614508,5
CPT_45185_measurement_num_0,1567047.71,5180270.98,123.31,0.120684651,5
CPT_24571_measurement_num_0,1567049.2,5177381.05,125.43,0.133703136,5
CPT_5005_measurement_num_0,1567060.85,5177387.31,122.75,0.125883469,5
CPT_103170_measurement_num_0,1567077.96,5177399.07,127.82,0.131832122,5
CPT_19138_measurement_num_0,1567097.67,5177374.2,135.15,0.122423733,5
CPT_7451_measurement_num_0,1567100.73,5177375.59,127.22,0.130864651,5
CPT_1157_measurement_num_0,1567108.27,5181528.11,123.65,0.130985458,5
CPT_28528_measurement_num_0,1567110.69,5177250.86,144.78,0.133774456,5
CPT_135218_measurement_num_0,1567132.13,5185508.48,144.39,0.134283681,5
CPT_144_measurement_num_0,1567137.08,5184147.46,109.09,0.124243526,5
SCPT_57364_measurement_num_0,1567149.13,5177338.52,134.77,0.128370505,5
CPT_47150_measurement_num_0,1567165.1,5185454.5,123.72,0.12764037,5
CPT_62772_measurement_num_0,1567185.73,5177344.18,120.81,0.156574036,5
CPT_43779_measurement_num_0,1567193,5177409,130.87,0.123080153,5
CPT_29059_measurement_num_0,1567252.23,5177262.96,131.15,0.126133904,5
CPT_157681_measurement_num_0,1567270.55,5177972.89,135.58,0.120371745,5
CPT_29060_measurement_num_0,1567271.63,5177247.57,137.92,0.130585485,5
CPT_5410_measurement_num_0,1567277.72,5177448.26,128.56,0.121436132,5
CPT_73081_measurement_num_0,1567278.97,5181493.16,153.51,0.13336218,5
CPT_213744_measurement_num_0,1567286.92,5181571.79,143.3,0.126006813,5
CPT_213746_measurement_num_0,1567298.16,5181586.28,123.24,0.126864588,5
CPT_221328_measurement_num_0,1567298.4,5184808.87,125.26,0.136209507,5
CPT_56550_measurement_num_0,1567303.19,5177703.81,130.83,0.126455829,5
CPT_146915_measurement_num_0,1567311.94,5174047.56,151.28,0.114898279,5
CPT_157682_measurement_num_0,1567319.72,5177916.94,125.78,0.125841102,5
CPT_140388_measurement_num_0,1567355,5184765,129.94,0.131414172,5
CPT_125670_measurement_num_0,1567368.65,5184753.71,129.94,0.131475995,5
CPT_157679_measurement_num_0,1567377.38,5177954.58,145.51,0.118956304,5
CPT_125686_measurement_num_0,1567389.34,5184713.83,127.42,0.129481057,5
CPT_88173_measurement_num_0,1567391.74,5187800.16,138.61,0.131485258,5
CPT_27775_measurement_num_0,1567408.29,5180717.65,182.07,0.126103393,5
CPT_128318_measurement_num_0,1567411.55,5174233.15,125.29,0.126462955,5
CPT_26282_measurement_num_0,1567414.11,5177318.52,131.42,0.126295259,5
CPT_146921_measurement_num_0,1567428.87,5174169.54,149.43,0.11132126,5
CPT_214004_measurement_num_0,1567449.42,5177215.74,145.37,0.123999511,5
CPT_182399_measurement_num_0,1567473,5184787,119.62,0.121526622,5
CPT_182398_measurement_num_0,1567486,5184809,120.78,0.128787339,5
CPT_115994_measurement_num_0,1567494.62,5174837.79,128.12,0.127880285,5
CPT_59183_measurement_num_0,1567501.06,5179241.91,125.66,0.122797804,5
CPT_182396_measurement_num_0,1567512,5184845,126.5,0.128784761,5
CPT_103782_measurement_num_0,1567555,5184127,115.87,0.123849096,5
CPT_2060_measurement_num_0,1567561.91,5184443.8,126.35,0.123327801,5
CPT_193018_measurement_num_0,1567562,5184867,141.12,0.126890473,5
CPT_37128_measurement_num_0,1567562.37,5184443.86,126.35,0.128066178,5
CPT_28896_measurement_num_0,1567566.83,5179452.34,135.41,0.133954816,5
CPT_28928_measurement_num_0,1567567.65,5184791.32,141.52,0.136770074,5
CPT_116654_measurement_num_0,1567577.79,5179545.92,135.14,0.126408349,5
CPT_17615_measurement_num_0,1567585,5180095,133.18,0.125996899,5
CPT_28897_measurement_num_0,1567600.81,5179458.34,126.41,0.125389208,5
CPT_186064_measurement_num_0,1567617,5184083,119.53,0.131397066,5
CPT_86457_measurement_num_0,1567617.42,5185666.57,90.32,0.135236215,5
CPT_186070_measurement_num_0,1567628,5184066,122.5,0.131745051,5
CPT_156134_measurement_num_0,1567632.32,5174808.83,299.39,0.232595496,5
CPT_186072_measurement_num_0,1567647,5184057,119.68,0.125542392,5
CPT_12032_measurement_num_0,1567664,5177793,118.44,0.116773985,5
CPT_6409_measurement_num_0,1567689.96,5181169.18,149.38,0.111117785,5
CPT_12031_measurement_num_0,1567691,5177820,129.84,0.122890088,5
CPT_109652_measurement_num_0,1567708.22,5187062.1,76.83,0.130430967,5
CPT_116028_measurement_num_0,1567713.7,5177651.94,111.48,0.128171767,5
CPT_93651_measurement_num_0,1567726.4,5177971.87,131.5,0.123757606,5
CPT_56846_measurement_num_0,1567743,5180748,162.68,0.12063913,5
CPT_9046_measurement_num_0,1567754,5181535,87.84,0.118158465,5
CPT_93653_measurement_num_0,1567755.9,5177965.28,144.33,0.119947594,5
CPT_86459_measurement_num_0,1567758.22,5176412.85,121.17,0.125511707,5
CPT_93654_measurement_num_0,1567759.25,5177936.4,137.28,0.124086696,5
SCPT_57351_measurement_num_0,1567786.02,5184191.75,124.85,0.127290628,5
CPT_10330_measurement_num_0,1567792,5182381,114.6,0.128132476,5
CPT_12386_measurement_num_0,1567795.81,5177709.01,120.26,0.126526799,5
CPT_12684_measurement_num_0,1567795.81,5177709.01,120.26,0.128506209,5
CPT_54799_measurement_num_0,1567806.6,5180318.6,125.96,0.130163293,5
CPT_1249_measurement_num_0,1567812.3,5176470.89,121.91,0.122911396,5
CPT_164153_measurement_num_0,1567814.4,5186937.28,124.02,0.129542816,5
CPT_23301_measurement_num_0,1567819.98,5184156.86,130.59,0.123499821,5
CPT_23302_measurement_num_0,1567831.57,5184202.22,128.56,0.119337892,5
CPT_36417_measurement_num_0,1567851.94,5176516.66,121.01,0.128594657,5
CPT_164152_measurement_num_0,1567863.71,5186934.32,126.39,0.129564123,5
CPT_104670_measurement_num_0,1567878.68,5180286.03,146.94,0.129620134,5
CPT_150506_measurement_num_0,1567879.25,5184787.72,152.92,0.134122583,5
CPT_150500_measurement_num_0,1567911.44,5184820.09,142.84,0.136204554,5
CPT_106570_measurement_num_2,1567911.58,5183279.47,163.86,0.111353386,5
CPT_26634_measurement_num_0,1567912.31,5181497.83,147.28,0.127713326,5
CPT_40129_measurement_num_0,1567912.71,5181498.06,147.28,0.131274532,5
CPT_13817_measurement_num_0,1567928.87,5180228.15,134.06,0.127809471,5
CPT_114269_measurement_num_0,1567934,5186414,136.26,0.13091286,5
CPT_114272_measurement_num_0,1567939,5186326,139.39,0.125932434,5
CPT_150504_measurement_num_0,1567954.38,5183782.98,135.03,0.133964408,5
CPT_27471_measurement_num_0,1567969.7,5180275.9,122.25,0.129590332,5
CPT_687_measurement_num_0,1567969.74,5177800.74,127.92,0.128452239,5
CPT_26240_measurement_num_0,1567971,5172783,127.65,0.127613729,5
CPT_120911_measurement_num_0,1567975,5176615,134.99,0.119815944,5
CPT_55400_measurement_num_0,1567976.85,5177803.23,133.34,0.11991641,5
CPT_155707_measurement_num_0,1567977.41,5187118.9,137.77,0.134413339,5
CPT_27473_measurement_num_0,1567979.3,5180280.5,125.11,0.124501856,5
CPT_77689_measurement_num_0,1567980.36,5184647.89,145.15,0.128090831,5
CPT_1251_measurement_num_0,1567989.58,5176277.12,114.98,0.124772595,5
CPT_155711_measurement_num_0,1568000.82,5187078.25,155.98,0.130605709,5
CPT_106567_measurement_num_1,1568005.45,5183343.55,275.3,0.114565412,5
CPT_75841_measurement_num_0,1568006.04,5179250.45,118.61,0.122923994,5
CPT_213853_measurement_num_0,1568021.21,5177339,132.89,0.12513049,5
CPT_213852_measurement_num_0,1568043.26,5177356.33,122.44,0.128011236,5
CPT_153416_measurement_num_0,1568044.27,5186771.77,162.79,0.133539229,5
CPT_114267_measurement_num_0,1568047,5186489,136.42,0.129200416,5
CPT_155702_measurement_num_0,1568049.31,5187139.01,136.36,0.130404699,5
CPT_190485_measurement_num_0,1568052.71,5184631.75,169.36,0.127985428,5
CPT_114261_measurement_num_0,1568060,5186666,124.23,0.13187358,5
CPT_114263_measurement_num_0,1568061,5186597,132.14,0.120865118,5
CPT_114271_measurement_num_0,1568061,5186407,146.34,0.127126637,5
CPT_49240_measurement_num_0,1568072,5186167,156.02,0.130022583,5
CPT_153426_measurement_num_0,1568074.75,5186754.53,147.63,0.131374448,5
CPT_49239_measurement_num_0,1568086,5186139,143.43,0.123551393,5
CPT_114255_measurement_num_0,1568094,5186552,132.11,0.131781809,5
CPT_114476_measurement_num_0,1568099,5186395,150.88,0.12275179,5
CPT_229628_measurement_num_0,1568099.07,5186081.94,93.55,0.110384989,5
CPT_229630_measurement_num_0,1568099.43,5186068.23,178.02,0.102519528,5
CPT_171822_measurement_num_0,1568100.28,5177734.69,128.72,0.135349555,5
CPT_158591_measurement_num_0,1568103,5178359,155.92,0.126746719,5
CPT_114253_measurement_num_0,1568107,5186494,141.7,0.125432611,5
CPT_114248_measurement_num_0,1568111,5186608,138.32,0.130974301,5
CPT_114268_measurement_num_0,1568112,5186438,153.75,0.125001835,5
CPT_105649_measurement_num_0,1568118.2,5180604.1,140.93,0.12078927,5
CPT_150483_measurement_num_0,1568118.78,5180417.62,135.43,0.131908097,5
CPT_114195_measurement_num_0,1568122,5186542,145.16,0.149133805,5
CPT_114197_measurement_num_0,1568122,5186508,156.48,0.144151978,5
CPT_114198_measurement_num_0,1568124,5186492,146.56,0.135228059,5
CPT_153432_measurement_num_0,1568137.34,5186753.72,144.01,0.138124738,5
CPT_114249_measurement_num_0,1568139,5186594,144.22,0.127488001,5
CPT_114265_measurement_num_0,1568140,5186537,167.9,0.122496009,5
CPT_97234_measurement_num_0,1568140.42,5178837.6,143.11,0.144517259,5
CPT_77686_measurement_num_0,1568142.75,5184504.28,127.52,0.128924235,5
CPT_114200_measurement_num_0,1568144,5186489,171.3,0.142730715,5
CPT_114475_measurement_num_0,1568148,5186417,152.12,0.131956723,5
CPT_44050_measurement_num_0,1568151.01,5176887.25,158.95,0.125000463,5
CPT_153438_measurement_num_0,1568153.13,5186774.65,147.89,0.133670462,5
CPT_9007_measurement_num_0,1568160,5181639,104.23,0.122960755,5
CPT_115967_measurement_num_0,1568172,5176349,119.36,0.128174138,5
CPT_114266_measurement_num_0,1568173,5186474,146.9,0.12748399,5
CPT_114270_measurement_num_0,1568181,5186379,162.33,0.13021218,5
CPT_114257_measurement_num_0,1568184,5186441,149.14,0.131262508,5
CPT_114250_measurement_num_0,1568188,5186547,171.02,0.130145198,5
CPT_114262_measurement_num_0,1568192,5186656,145.54,0.129954766,5
CPT_114264_measurement_num_0,1568194,5186593,175.6,0.124673095,5
CPT_75811_measurement_num_0,1568201.57,5179827.22,121.83,0.131153214,5
CPT_115968_measurement_num_0,1568205,5176374,130.93,0.132769039,5
CPT_28917_measurement_num_0,1568217.55,5180062.13,130.21,0.129778092,5
CPT_188607_measurement_num_0,1568231,5177999,132.96,0.136965364,5
CPT_188608_measurement_num_0,1568248,5177976,128.4,0.127884189,5
CPT_28918_measurement_num_0,1568253.54,5180077.12,134.59,0.12746775,5
CPT_102409_measurement_num_0,1568257.63,5177962.39,124.98,0.136550862,5
CPT_28953_measurement_num_0,1568260.54,5180023.14,135.56,0.13207203,5
CPT_102408_measurement_num_0,1568278.61,5177983.81,126.1,0.128420686,5
CPT_116955_measurement_num_2,1568282.98,5178336.62,133.43,0.111411537,5
CPT_28952_measurement_num_0,1568304.52,5179995.16,143.33,0.131030651,5
CPT_28951_measurement_num_0,1568306.52,5180028.14,150.96,0.131674843,5
CPT_1065_measurement_num_0,1568315.84,5185778.49,124.18,0.126898372,5
CPT_30094_measurement_num_0,1568336.66,5176154.13,151.05,0.140027806,5
CPT_55417_measurement_num_0,1568342.37,5185890.43,134.3,0.129378041,5
CPT_5563_measurement_num_0,1568349.59,5185959.75,133.98,0.126367463,5
CPT_138934_measurement_num_0,1568357.92,5174716.58,272.4,0.24555772,5
CPT_31365_measurement_num_0,1568358.49,5176510.73,167.95,0.118265411,5
CPT_44898_measurement_num_0,1568360.31,5186086.32,140.66,0.124634953,5
CPT_62752_measurement_num_0,1568360.45,5185975.2,138.58,0.125669555,5
CPT_132929_measurement_num_0,1568364.81,5176315.59,160.14,0.131025922,5
CPT_12134_measurement_num_0,1568365.18,5176371.89,164.55,0.131293403,5
CPT_44899_measurement_num_0,1568366.54,5186104.23,138.14,0.1307532,5
CPT_62754_measurement_num_0,1568367.05,5185983.63,132.07,0.122724632,5
CPT_62753_measurement_num_0,1568368.31,5185973.13,132.81,0.123764018,5
CPT_38158_measurement_num_0,1568370.77,5176493.8,162.1,0.124537263,5
CPT_1066_measurement_num_0,1568380.93,5186000.94,125.76,0.125336047,5
CPT_5561_measurement_num_0,1568383.83,5185966.13,144.14,0.121919655,5
CPT_62763_measurement_num_0,1568392.29,5176262.56,164.09,0.139738815,5
CPT_19657_measurement_num_0,1568399.66,5180822.44,161.89,0.112172277,5
CPT_194070_measurement_num_0,1568400.54,5188902.14,115.09,0.132736984,5
CPT_213752_measurement_num_0,1568402.41,5183260.8,141.07,0.124402736,5
CPT_26537_measurement_num_0,1568403.1,5186559.28,154.19,0.137493874,5
CPT_178082_measurement_num_0,1568406,5185778,137.25,0.118658813,5
CPT_19653_measurement_num_0,1568417.35,5180793.76,133.67,0.110698856,5
CPT_19664_measurement_num_0,1568418.25,5180891.32,115.42,0.111467486,5
CPT_19662_measurement_num_0,1568420.15,5180866.03,130,0.110836976,5
CPT_26538_measurement_num_0,1568420.29,5186580.37,144.94,0.127910422,5
CPT_194073_measurement_num_0,1568424.58,5188889.16,118.19,0.129308146,5
CPT_213753_measurement_num_0,1568424.98,5183276.46,140.08,0.124734359,5
CPT_178083_measurement_num_0,1568432,5185765,132.38,0.119192979,5
CPT_8789_measurement_num_0,1568434,5181703,119.51,0.127932544,5
CPT_194076_measurement_num_0,1568434.53,5188943.49,119.31,0.129715174,5
CPT_26536_measurement_num_0,1568441.78,5186546.88,144.9,0.133524263,5
CPT_176079_measurement_num_0,1568449,5185657,131.41,0.124135736,5
CPT_11185_measurement_num_0,1568451.4,5180920.8,140.19,0.123259413,5
CPT_26527_measurement_num_0,1568465.07,5186503.8,147.42,0.128545012,5
CPT_37743_measurement_num_0,1568469.22,5182830.98,192.94,0.124614941,5
CPT_192634_measurement_num_0,1568470,5185778,136.14,0.121535346,5
CPT_9416_measurement_num_0,1568477,5181778,130.29,0.126479633,5
CPT_19665_measurement_num_0,1568477.92,5180896.22,142.66,0.120215709,5
CPT_176090_measurement_num_0,1568480,5185640,138.33,0.128945592,5
CPT_26535_measurement_num_0,1568482.47,5186537.19,126.21,0.132550159,5
CPT_19629_measurement_num_0,1568484.92,5180833.94,144.22,0.126314516,5
CPT_37742_measurement_num_0,1568486.96,5182840.28,185.97,0.121337754,5
CPT_38040_measurement_num_0,1568487.06,5182836.84,185.97,0.129243094,5
CPT_192631_measurement_num_0,1568493,5185786,130.26,0.130485098,5
CPT_192623_measurement_num_0,1568501,5185761,130.88,0.126771448,5
CPT_1162_measurement_num_0,1568501.05,5181766.68,129.87,0.130456888,5
CPT_19638_measurement_num_0,1568503.72,5180801.56,136.92,0.129309873,5
CPT_26529_measurement_num_0,1568508.66,5186504,136.53,0.133793168,5
CPT_62608_measurement_num_0,1568508.78,5180757.82,159,0.119333407,5
CPT_62113_measurement_num_0,1568509.5,5180820.4,146.7,0.131363972,5
CPT_26534_measurement_num_0,1568519.65,5186520.69,134.82,0.125876192,5
CPT_19630_measurement_num_0,1568521.21,5180893.92,135.21,0.13225211,5
CPT_194840_measurement_num_0,1568529,5185834,134.43,0.122739311,5
CPT_31464_measurement_num_0,1568531.6,5188997.89,124.51,0.131082317,5
CPT_26530_measurement_num_0,1568539.15,5186485.01,134.78,0.12894101,5
CPT_9170_measurement_num_0,1568543,5181897,147.5,0.120086542,5
CPT_26531_measurement_num_0,1568544.84,5186510.3,140.59,0.124492569,5
CPT_9707_measurement_num_0,1568549,5181331,130.53,0.128181656,5
CPT_31457_measurement_num_0,1568549.55,5188861.48,129.86,0.127481466,5
CPT_19631_measurement_num_0,1568553.9,5180872.83,136.1,0.129646152,5
CPT_62609_measurement_num_0,1568557.89,5180763.38,160.3,0.118581383,5
CPT_196432_measurement_num_0,1568562.53,5177994.59,124.93,0.127762608,5
CPT_77630_measurement_num_0,1568563.33,5181018.95,153.19,0.130135323,5
CPT_9791_measurement_num_0,1568593,5181141,107.64,0.120854669,5
CPT_87721_measurement_num_0,1568601,5183558,132.86,0.122611741,5
CPT_56730_measurement_num_0,1568603,5180863,144.5,0.122624572,5
CPT_205356_measurement_num_0,1568615.83,5185686.9,131.35,0.122206394,5
CPT_62610_measurement_num_0,1568616.47,5180765.32,162.33,0.11817034,5
CPT_19632_measurement_num_0,1568619.87,5180848.74,148.13,0.127210392,5
CPT_100934_measurement_num_0,1568621.52,5182378.46,148.05,0.119900239,5
CPT_586_measurement_num_0,1568623.91,5185741.11,118.26,0.119279576,5
CPT_13816_measurement_num_0,1568628.45,5179231.9,123.85,0.124670279,5
CPT_62611_measurement_num_0,1568634.99,5180745.53,166.29,0.119860716,5
CPT_31460_measurement_num_0,1568636.62,5188929.19,119.86,0.129898211,5
CPT_57000_measurement_num_0,1568641.45,5185206.38,134.78,0.128981751,5
CPT_57002_measurement_num_0,1568641.45,5185206.38,146.5,0.116540341,5
CPT_4322_measurement_num_0,1568643.74,5180917.72,154.13,0.125033933,5
CPT_36907_measurement_num_0,1568652.29,5181188.02,160.74,0.126019824,5
CPT_13809_measurement_num_0,1568652.84,5179198.7,126.43,0.121153922,5
CPT_62612_measurement_num_0,1568658.83,5180709.43,164.33,0.117103305,5
CPT_1250_measurement_num_0,1568661.44,5176874.31,128.24,0.123672432,5
CPT_119213_measurement_num_0,1568665.41,5183741.54,119.42,0.121077033,5
CPT_1140_measurement_num_0,1568670.63,5180945.58,132.75,0.125581611,5
CPT_94410_measurement_num_0,1568677,5181147,136.66,0.127596336,5
CPT_38841_measurement_num_0,1568678.54,5181106.62,154.92,0.126456838,5
CPT_5651_measurement_num_0,1568680.81,5181148.8,155.62,0.126906358,5
CPT_30046_measurement_num_0,1568682.13,5186762.07,140.1,0.123549645,5
CPT_191223_measurement_num_0,1568687,5185664,133.35,0.120969561,5
CPT_94409_measurement_num_0,1568691,5181151,151.56,0.127258292,5
CPT_94411_measurement_num_0,1568693,5181134,152.03,0.126455523,5
CPT_162388_measurement_num_0,1568694.52,5185236.9,132.16,0.126731534,5
CPT_44690_measurement_num_0,1568695.73,5182986.41,126.49,0.121469126,5
CPT_162395_measurement_num_0,1568698.59,5185145.62,134.81,0.121963351,5
CPT_162394_measurement_num_0,1568699.55,5185164.84,130.05,0.126073126,5
CPT_180695_measurement_num_0,1568700,5185705,120.2,0.130308817,5
CPT_3900_measurement_num_0,1568703.81,5181017.92,151.46,0.12462294,5
CPT_46633_measurement_num_0,1568706.15,5181112.75,155.9,0.122683759,5
CPT_1492_measurement_num_0,1568706.54,5182934.02,130.09,0.117918145,5
CPT_180696_measurement_num_0,1568707,5185727,127.01,0.125949078,5
CPT_197985_measurement_num_0,1568709.32,5177780.94,135.67,0.128642057,5
CPT_88664_measurement_num_0,1568710.34,5178018.49,124.52,0.12860905,5
CPT_162393_measurement_num_0,1568712.58,5185196.33,129.13,0.121465857,5
CPT_589_measurement_num_0,1568715.5,5186461.64,109.37,0.1273488,5
CPT_55962_measurement_num_0,1568724,5181076,165.36,0.122292815,5
CPT_31458_measurement_num_0,1568734.42,5188897.88,124.8,0.12900343,5
CPT_86466_measurement_num_0,1568739.69,5181155.04,156.3,0.126288022,5
CPT_54863_measurement_num_0,1568740.68,5181021.98,161.99,0.125440527,5
CPT_197984_measurement_num_0,1568747.87,5177782.61,140.32,0.132427167,5
CPT_178841_measurement_num_0,1568752,5185782,126.32,0.122773719,5
CPT_5650_measurement_num_0,1568754.09,5181139.7,157.53,0.128434649,5
